OG,lnL_Null2,lnL_Null05,lnL_ML2,lnL_ML05,lnL_Fix,W_Null2,W_Null05,W0_ML2,W1_ML2,W0_ML05,W1_ML05
N1.HOG0034079,-20861.44,-20861.44,-20859.39,-20859.39,-21163.72,0.18137,0.18137,0.18749,0.15845,0.18749,0.15845
N1.HOG0034080,-21654.99,-21654.99,-21653.62,-21653.62,-22001.89,0.14791,0.14791,0.15221,0.13116,0.15221,0.13116
N1.HOG0034082,-18434.31,-18434.31,-18423.85,-18423.85,-18839.94,0.16937,0.16937,0.18519,0.12714,0.18519,0.12715
N1.HOG0034084,-22797.52,-22797.52,-22779.91,-22779.91,-23210.46,0.17125,0.17125,0.18605,0.11536,0.18605,0.11536
N1.HOG0034086,-16127.31,-16127.31,-16127.24,-16127.24,-16322.25,0.2739,0.27389,0.2705,0.27899,0.2705,0.27899
N1.HOG0034087,-27482.03,-27482.03,-27476.05,-27476.05,-27846.82,0.22841,0.22842,0.24027,0.18977,0.24027,0.18977
N1.HOG0034089,-32240.22,-31626.22,-35382.44,-31558.07,-36072.95,0.02266,0.04138,0.03012,0.2014,0.05184,0.01662
N1.HOG0034090,-22641.33,-22641.33,-22640.72,-22640.72,-22877.31,0.26474,0.26474,0.27084,0.25016,0.27084,0.25016
N1.HOG0034091,-20106.07,-20106.07,-20068.48,-20068.48,-20629.9,0.12753,0.12752,0.14533,0.06312,0.14534,0.06312
N1.HOG0034093,-14842.43,-14842.43,-14831.86,-14831.86,-15115.09,0.17916,0.17916,0.19482,0.12327,0.19482,0.12327
N1.HOG0034094,-17088.52,-17088.52,-17076.25,-17076.25,-17296.33,0.2473,0.2473,0.26906,0.1714,0.26906,0.1714
N1.HOG0034096,-17006.64,-16355.97,-16926.31,-18113.12,-16907.85,0.08823,0.08306,0.09591,0.03869,0.46731,0.54387
N1.HOG0034098,-15064.36,-15064.36,-15063.58,-15063.58,-15463.48,0.09319,0.0932,0.09562,0.0843,0.09562,0.0843
N1.HOG0034099,-16494.32,-16494.32,-16471.99,-16471.99,-16952.28,0.08052,0.08052,0.0913,0.03642,0.0913,0.03642
N1.HOG0034100,-23342.41,-23342.41,-23330.5,-23330.5,-23830.24,0.15217,0.15215,0.16408,0.11066,0.16413,0.11061
N1.HOG0034101,-15959.99,-15959.99,-15928.63,-15928.63,-16202.21,0.16871,0.16871,0.18773,0.06777,0.18771,0.06775
N1.HOG0034102,-19696.93,-19696.93,-19628.75,-19628.75,-20158.36,0.18406,0.18406,0.21981,0.07099,0.21981,0.07099
N1.HOG0034103,-17787.74,-17787.74,-17785.05,-17785.05,-18202.13,0.1518,0.15178,0.15929,0.13189,0.15925,0.13174
N1.HOG0034104,-44106.79,-44106.79,-44078.56,-44078.56,-44436.45,0.23759,0.23759,0.25225,0.14507,0.25225,0.14506
N1.HOG0034105,-13696.08,-13696.08,-13687.54,-13687.54,-14074.38,0.10925,0.10925,0.12028,0.07602,0.12025,0.07596
N1.HOG0034108,-27847.63,-27847.63,-27815.69,-27815.69,-28238.89,0.23005,0.23005,0.25637,0.14524,0.25637,0.14524
N1.HOG0034109,-24305.6,-24305.6,-24288.76,-24288.76,-24545.38,0.25658,0.25658,0.27592,0.16985,0.27592,0.16986
N1.HOG0034110,-25794.6,-25794.6,-25765.94,-25765.94,-26276.6,0.21968,0.21968,0.25369,0.15103,0.25368,0.15104
N1.HOG0034111,-16155.82,-16155.82,-16151.3,-16151.3,-16259.09,0.372,0.37199,0.40773,0.30647,0.40773,0.30647
N1.HOG0034112,-14181.93,-14181.93,-14181.72,-14181.72,-14517.22,0.17635,0.17635,0.18037,0.17032,0.18037,0.1703
N1.HOG0034115,-28670.45,-28670.37,-28652.06,-28613.54,-29604.5,0.08953,0.08991,0.09824,0.06585,0.10468,0.03847
N1.HOG0034124,-19240.01,-19240.01,-19221.65,-19221.65,-19581.98,0.1951,0.1951,0.21657,0.12667,0.21657,0.12667
N1.HOG0034127,-21717.6,-21717.6,-21666.1,-21666.1,-22320.47,0.15868,0.1587,0.18743,0.08324,0.18735,0.08311
N1.HOG0034128,-20771.73,-20771.73,-20759.31,-20759.31,-20883.47,0.24449,0.24449,0.25679,0.13579,0.2568,0.1358
N1.HOG0034129,-17587.9,-17587.9,-17584.86,-17584.86,-17772.7,0.28369,0.28369,0.29932,0.24467,0.29932,0.24467
N1.HOG0034131,-16564.94,-16564.94,-16529.04,-16529.04,-16849.6,0.24741,0.24741,0.29488,0.13784,0.29488,0.13784
N1.HOG0034135,-23234.95,-23234.95,-23229.29,-23229.29,-23664.03,0.26924,0.26924,0.29783,0.23867,0.29783,0.23867
N1.HOG0034142,-20638.51,-20638.51,-20625.63,-20625.63,-20907.48,0.35803,0.35803,0.42019,0.29624,0.42019,0.29624
N1.HOG0034143,-13633.68,-13633.68,-13630.87,-13630.87,-13872.68,0.21291,0.21291,0.22575,0.18232,0.22575,0.18232
N1.HOG0034144,-43656.69,-43656.69,-43634.69,-43634.69,-44442.46,0.18611,0.18614,0.20244,0.14123,0.20244,0.1412
N1.HOG0034162,-38875.01,-37645.21,-37564.31,-37561.44,-37619.77,1.41353,0.36411,0.45633,0.40588,0.43912,0.33522
N1.HOG0034163,-11415.76,-11415.76,-11403.61,-11403.61,-11955.14,0.13795,0.13794,0.17315,0.10602,0.17315,0.10599
N1.HOG0034174,-19962.5,-19798.32,-20496.56,-20314.34,-20694.23,0.28784,0.22915,0.30859,0.35407,0.44739,0.42626
N1.HOG0034175,-18556.3,-18556.3,-18549.11,-18549.11,-18875.26,0.11024,0.11024,0.11636,0.07389,0.11636,0.07389
N1.HOG0034176,-9259.817,-9259.817,-9242.145,-9242.145,-9467.486,0.14775,0.14775,0.16614,0.0702,0.16614,0.0702
N1.HOG0034177,-27984.36,-27984.36,-27983.22,-27983.22,-28460.61,0.1048,0.10485,0.10693,0.09396,0.10698,0.09395
N1.HOG0034180,-39977.18,-39977.18,-39932.96,-39932.96,-40465.78,0.21298,0.21298,0.23446,0.12426,0.23446,0.12426
N1.HOG0034181,-15709.72,-15709.72,-15682.62,-15682.62,-16271.39,0.09512,0.09513,0.11416,0.04722,0.11416,0.04722
N1.HOG0034182,-26780.46,-26780.76,-26775.63,-26781.85,-27328.46,0.17399,0.16916,0.18025,0.1387,0.2029,0.13853
N1.HOG0034188,-56232.06,-56232.06,-56183.19,-56183.19,-57312.88,0.13378,0.13378,0.14696,0.07863,0.14695,0.07863
N1.HOG0034189,-36090.99,-36090.99,-36076.95,-36076.95,-36442.29,0.23988,0.23988,0.25319,0.17651,0.25319,0.17651
N1.HOG0034193,-15923.74,-15923.74,-15915.14,-15915.14,-16071.91,0.31384,0.31384,0.33804,0.23253,0.33804,0.23253
N1.HOG0034194,-11919.41,-11919.41,-11917.54,-11917.54,-11990.47,0.2938,0.2938,0.27993,0.33815,0.27994,0.33812
N1.HOG0034195,-61649.12,-61649.12,-61602.79,-61602.79,-62089.13,0.27107,0.27107,0.28966,0.16247,0.28966,0.16247
N1.HOG0034196,-13357.22,-13357.22,-13355.3,-13355.3,-13463.26,0.3029,0.30289,0.3156,0.26097,0.3156,0.26097
N1.HOG0034197,-19140.3,-19140.3,-19132.12,-19132.12,-19576.09,0.13447,0.13447,0.14394,0.10086,0.14394,0.10086
N1.HOG0034198,-23248.35,-23248.35,-23247.16,-23247.16,-23512.11,0.22089,0.22089,0.22586,0.20087,0.22586,0.20088
N1.HOG0034199,-22283.36,-22283.36,-22275.19,-22275.19,-22627.96,0.2001,0.2001,0.21278,0.15607,0.21278,0.15607
N1.HOG0034200,-9669.035,-9669.035,-9668.629,-9668.629,-9790.331,0.15616,0.15616,0.15901,0.14091,0.15901,0.14091
N1.HOG0034201,-18846.37,-18846.37,-18823.85,-18823.85,-19213.4,0.19763,0.19763,0.22584,0.12619,0.22584,0.12619
N1.HOG0034203,-15947.47,-15947.47,-15938.95,-15938.95,-16337.94,0.12143,0.12144,0.13142,0.08601,0.1314,0.086
N1.HOG0034204,-21570.12,-21570.12,-21562.38,-21562.38,-21810.92,0.21675,0.21675,0.22869,0.16177,0.22869,0.16177
N1.HOG0034206,-28730.62,-28730.62,-28716.01,-28716.01,-29046.13,0.2139,0.2139,0.22771,0.14861,0.22772,0.14861
N1.HOG0034208,-18543.14,-18543.14,-18542.69,-18542.69,-18631.01,0.24781,0.24781,0.25036,0.22482,0.25036,0.22481
N1.HOG0034209,-27700.75,-27700.75,-27688.75,-27688.75,-28006.03,0.26476,0.26476,0.28258,0.20312,0.28258,0.20312
N1.HOG0034210,-25153.52,-25146.12,-24820.05,-24816.23,-25340.17,0.21388,0.09247,0.10228,0.05808,0.1071,0.06218
N1.HOG0034211,-19558.94,-19558.94,-19558.94,-19558.94,-19619.12,0.39088,0.39088,0.39107,0.39017,0.39107,0.39017
N1.HOG0034212,-12207.19,-12207.19,-12203.55,-12203.55,-12434.88,0.16386,0.16385,0.17325,0.1304,0.17325,0.1304
N1.HOG0034213,-12221.76,-12061.62,-12934.77,-12864.02,-12297.11,0.11171,0.16316,0.258,0.13249,0.58354,0.4919
N1.HOG0034214,-11348.75,-9438.019,-9748.113,-9986.004,-9868.023,2,0.10013,0.0966,0.03443,0.6556,0.05955
N1.HOG0034215,-14355.32,-14355.32,-14325.68,-14325.68,-14616.06,0.16953,0.16953,0.19325,0.0807,0.19325,0.0807
N1.HOG0034216,-14085.26,-14085.26,-14081.11,-14081.11,-14225.99,0.28987,0.28987,0.31032,0.23609,0.31032,0.23609
N1.HOG0034217,-19398.28,-19398.28,-19397.84,-19397.84,-19989.51,0.08851,0.08852,0.09047,0.08293,0.09048,0.08292
N1.HOG0034218,-19855.76,-19855.76,-19847.27,-19847.27,-20142.82,0.22078,0.22078,0.23589,0.17075,0.23589,0.17075
N1.HOG0034219,-21847.87,-21847.87,-21845.49,-21845.49,-21901.82,0.30357,0.30357,0.29544,0.36331,0.29544,0.36331
N1.HOG0034220,-7263.415,-7263.415,-7263.393,-7263.393,-7340.402,0.22377,0.22377,0.22231,0.22854,0.22231,0.22855
N1.HOG0034221,-25056.53,-25056.53,-25042.99,-25042.99,-25396.19,0.28865,0.28865,0.31716,0.22453,0.31716,0.22453
N1.HOG0034222,-37612.86,-37612.86,-37612.4,-37612.4,-37691.43,0.26456,0.26456,0.26271,0.2875,0.26271,0.28749
N1.HOG0034223,-10925.46,-10925.46,-10923.96,-10923.96,-11021.74,0.2425,0.24251,0.2505,0.20307,0.25051,0.20307
N1.HOG0034225,-22638.09,-22594.8,-24441.05,-22572.92,-24423.82,0.13342,0.15667,1.06795,0.11346,0.15613,0.14392
N1.HOG0034227,-22732.62,-22732.62,-22729.25,-22729.25,-22941.8,0.29963,0.29964,0.31466,0.26196,0.31466,0.26196
N1.HOG0034230,-8439.002,-8439.002,-8438.714,-8438.714,-8566.661,0.1589,0.1589,0.16208,0.14654,0.16208,0.14654
N1.HOG0034231,-26845.97,-26845.97,-26838.93,-26838.93,-27146.51,0.20122,0.20122,0.21257,0.15733,0.21257,0.15733
N1.HOG0034232,-11952.93,-11952.93,-11951.21,-11951.21,-12052.07,0.20051,0.20051,0.20671,0.16244,0.20671,0.16244
N1.HOG0034234,-11460.46,-11460.46,-11458.49,-11458.49,-11646.68,0.09521,0.09522,0.09958,0.07154,0.09958,0.07158
N1.HOG0034235,-10641.99,-10641.99,-10641.46,-10641.46,-10694.67,0.29257,0.29257,0.29839,0.25962,0.29839,0.25962
N1.HOG0034238,-29420.42,-29420.43,-30757.76,-29398.16,-30089.2,0.16843,0.16863,0.17047,2.8396,0.18481,0.11722
N1.HOG0034239,-21991.69,-21991.69,-21988.53,-21988.53,-22101.27,0.3376,0.3376,0.349,0.28049,0.349,0.28049
N1.HOG0034240,-29193.89,-29193.89,-29192.73,-29192.73,-29551.67,0.21575,0.21575,0.22093,0.19985,0.22093,0.19985
N1.HOG0034242,-20274.94,-20274.94,-20261.83,-20261.83,-20529.77,0.22168,0.22168,0.2384,0.15468,0.2384,0.15468
N1.HOG0034243,-7688.71,-7688.71,-7678.821,-7678.821,-7828.35,0.16195,0.16195,0.18049,0.0862,0.1805,0.0862
N1.HOG0034244,-29127.39,-29127.39,-29105.47,-29105.46,-29925.53,0.11099,0.11099,0.12265,0.07252,0.12266,0.07246
N1.HOG0034245,-40711.17,-40711.17,-40711.13,-40711.13,-40917.33,0.26571,0.26571,0.26476,0.27013,0.26476,0.27013
N1.HOG0034247,-31382.65,-31382.65,-31381.72,-31381.72,-31797.84,0.1848,0.1848,0.18837,0.17234,0.18837,0.17234
N1.HOG0034248,-14410.53,-14410.53,-14407.83,-14407.83,-14543.86,0.27709,0.27709,0.29003,0.23174,0.29003,0.23174
N1.HOG0034249,-14327.11,-14327.11,-14306.66,-14306.66,-14455.62,0.32089,0.32089,0.36399,0.18732,0.36399,0.18732
N1.HOG0034250,-10726.81,-10726.81,-10720.51,-10720.51,-10964.67,0.13823,0.13823,0.14936,0.09877,0.14936,0.09877
N1.HOG0034251,-31037.47,-31037.47,-31020.3,-31020.3,-31394.73,0.23657,0.23657,0.25417,0.16952,0.25417,0.16952
N1.HOG0034252,-18049.63,-18049.63,-18047.72,-18047.72,-18477.2,0.11174,0.11174,0.11596,0.0965,0.11596,0.09648
N1.HOG0034253,-15685.99,-15685.99,-15677.92,-15677.92,-15824.78,0.31748,0.31748,0.34057,0.23614,0.34057,0.23614
N1.HOG0034254,-17995.39,-17995.33,-17987.4,-17982.42,-18178,0.29307,0.28908,0.31424,0.17423,0.31784,0.19908
N1.HOG0034256,-29142.22,-29142.22,-29124.99,-29124.99,-29719.71,0.18448,0.18448,0.20121,0.13458,0.20122,0.13459
N1.HOG0034257,-34395.75,-34395.75,-34390.97,-34390.97,-34635.4,0.29175,0.29175,0.30368,0.24689,0.30368,0.24689
N1.HOG0034263,-23255.23,-23255.17,-23250.43,-23250.53,-23499.84,0.25055,0.24855,0.261,0.20807,0.26471,0.20757
N1.HOG0034265,-15673.25,-15673.25,-15673.22,-15673.22,-15839.19,0.25394,0.25394,0.25258,0.25808,0.25258,0.25808
N1.HOG0034266,-14225.88,-14225.88,-14210.5,-14210.5,-14487.75,0.16993,0.1699,0.18566,0.10208,0.18568,0.1021
N1.HOG0034267,-16328.06,-16328.06,-16319.53,-16319.53,-16503.01,0.25451,0.25451,0.27229,0.18658,0.27229,0.18659
N1.HOG0034269,-19434.09,-19434.09,-19430.07,-19430.07,-19584.59,0.28711,0.28711,0.30042,0.23368,0.30042,0.23368
N1.HOG0034270,-24122.88,-21680.65,-21503.66,-21930.71,-22948.57,2,0.2206,0.26309,0.13545,0.53143,0.45267
N1.HOG0034271,-26068.26,-26068.26,-26057.24,-26057.24,-26431.31,0.21775,0.21775,0.2327,0.16758,0.2327,0.16758
N1.HOG0034272,-21405.45,-21405.41,-21400.05,-21400.04,-21751.56,0.11326,0.1135,0.11895,0.08344,0.11881,0.08345
N1.HOG0034273,-14838,-14838,-14825.46,-14825.46,-14999.49,0.2397,0.2397,0.25751,0.14957,0.25751,0.14957
N1.HOG0034279,-13540.93,-13540.93,-13519.7,-13519.7,-13864.45,0.19086,0.19086,0.21932,0.12,0.21932,0.12
N1.HOG0034280,-27811.33,-27811.33,-27803.38,-27803.38,-28074.21,0.21543,0.21543,0.2254,0.16384,0.2254,0.16384
N1.HOG0034281,-16288.11,-16288.11,-16268.49,-16268.49,-16602.19,0.16065,0.16066,0.1781,0.09037,0.1781,0.09037
N1.HOG0034282,-27290.94,-27290.94,-27248.85,-27248.85,-27653.43,0.19204,0.19204,0.21292,0.08939,0.21292,0.08939
N1.HOG0034283,-37752.95,-37752.95,-37735.17,-37735.17,-37997.79,0.32027,0.32027,0.34191,0.22498,0.34191,0.22499
N1.HOG0034284,-23701.54,-23701.54,-23689.02,-23689.02,-24069.37,0.25019,0.25019,0.27458,0.19596,0.27457,0.19596
N1.HOG0034286,-34059.51,-34059.51,-34046.87,-34046.87,-34199.28,0.29104,0.29105,0.30437,0.18843,0.30433,0.18864
N1.HOG0034288,-19864.12,-19864.12,-19863.88,-19863.88,-20283.96,0.11442,0.11441,0.11284,0.11997,0.11283,0.11996
N1.HOG0034290,-18448.19,-18448.19,-18442.11,-18442.11,-18570.68,0.29992,0.29993,0.31491,0.22514,0.3149,0.22513
N1.HOG0034291,-9757.061,-9757.061,-9755.461,-9755.461,-9860.232,0.12298,0.12298,0.11843,0.15081,0.11843,0.15081
N1.HOG0034292,-11323.2,-11323.2,-11321.34,-11321.34,-11423.2,0.2974,0.2974,0.31353,0.2561,0.31353,0.2561
N1.HOG0034293,-56320.86,-56320.86,-56305.28,-56305.28,-56664.35,0.35693,0.35693,0.37738,0.28285,0.37736,0.28284
N1.HOG0034294,-20592.7,-20592.7,-20587.58,-20587.58,-20939.74,0.19503,0.19502,0.20618,0.1615,0.20618,0.1615
N1.HOG0034295,-10491.02,-10491.02,-10490.77,-10490.77,-10641.94,0.19186,0.19186,0.19545,0.18075,0.19545,0.18075
N1.HOG0034297,-9855.48,-9855.48,-9854.641,-9854.641,-9973.211,0.1769,0.17689,0.18141,0.15259,0.18141,0.1526
N1.HOG0034300,-13031.09,-13031.09,-13000.17,-13000.17,-13364.51,0.14145,0.14145,0.16684,0.0615,0.16683,0.0615
N1.HOG0034302,-22782,-22782,-22781.97,-22781.97,-22853.97,0.4647,0.4647,0.46758,0.45908,0.46758,0.45908
N1.HOG0034303,-8956.485,-8956.485,-8954.537,-8954.537,-9074.03,0.25339,0.25339,0.26845,0.21583,0.26845,0.21583
N1.HOG0034304,-21724.4,-21724.4,-21707.13,-21707.13,-21980.54,0.25833,0.25832,0.28128,0.17624,0.28126,0.17625
N1.HOG0034305,-19721.74,-19721.74,-19691.46,-19691.46,-20108.48,0.16173,0.16173,0.18306,0.08534,0.18306,0.08534
N1.HOG0034307,-15861.89,-13373.17,-12756.89,-12750.62,-13240.36,1.99998,0.06972,0.05283,0.01905,0.05148,0.02005
N1.HOG0034309,-9553.049,-9553.049,-9553.014,-9553.014,-9634.474,0.22386,0.22386,0.22251,0.22983,0.22251,0.22983
N1.HOG0034310,-15806.23,-15806.23,-15806.2,-15806.2,-15917.48,0.21834,0.21834,0.21911,0.21377,0.21912,0.21377
N1.HOG0034317,-18939.29,-15828.02,-15851.38,-15806.22,-16184.6,2.00016,0.09358,0.10168,0.03196,0.1036,0.07331
N1.HOG0034318,-18402.79,-18402.79,-18388.85,-18388.85,-18730.53,0.11607,0.11613,0.12517,0.06677,0.12523,0.06678
N1.HOG0034320,-13625.06,-13463.14,-16119.96,-14199.88,-15408.21,0.09111,0.07056,2.07549,1.06839,0.08668,1.2318
N1.HOG0034322,-30632.13,-30632.13,-30617.6,-30617.6,-30940.35,0.2707,0.2707,0.29242,0.20054,0.29242,0.20054
N1.HOG0034324,-19816.26,-19636.33,-19659.55,-19634.55,-20329.04,0.05575,0.04459,0.05281,0.03308,0.04745,0.03139
N1.HOG0034326,-26379,-26379,-26366.48,-26366.48,-26615.9,0.24762,0.24762,0.26278,0.17328,0.26278,0.17328
N1.HOG0034327,-19760.66,-19760.66,-19758.18,-19758.18,-19843.48,0.35047,0.35048,0.36395,0.29299,0.36395,0.29299
N1.HOG0034328,-31039.35,-31039.35,-31014.69,-31014.69,-32377.31,0.06509,0.0651,0.07377,0.0425,0.07377,0.0425
N1.HOG0034329,-11094.79,-11094.79,-11092.2,-11092.2,-11309.07,0.17846,0.17845,0.18877,0.15017,0.18877,0.15017
N1.HOG0034330,-34906.91,-34906.91,-34905.53,-34905.53,-35381.19,0.26679,0.26679,0.27456,0.25146,0.27456,0.25146
N1.HOG0034331,-30147.54,-30436.07,-30109.53,-31916.77,-30607.14,0.20296,0.17959,0.21042,0.11963,0.59635,0.46046
N1.HOG0034332,-12116.11,-12116.11,-12115.76,-12115.76,-12212.85,0.29075,0.29075,0.29595,0.27249,0.29595,0.27248
N1.HOG0034333,-7610.258,-7610.266,-7610.258,-7610.268,-7777.02,0.19676,0.19654,0.19672,0.19625,0.19644,0.19622
N1.HOG0034336,-17031.2,-17031.2,-17017.84,-17017.84,-17136.04,0.24417,0.24416,0.25891,0.12542,0.25887,0.12528
N1.HOG0034338,-15323.72,-15323.72,-15317.7,-15317.7,-15545.24,0.27275,0.27275,0.29898,0.22528,0.29898,0.22528
N1.HOG0034339,-14559.68,-14559.68,-14552.16,-14552.16,-14746.73,0.23292,0.23292,0.2488,0.17104,0.2488,0.17104
N1.HOG0034340,-15754,-15754,-15751.31,-15751.31,-15936.45,0.22519,0.22519,0.23395,0.18831,0.23395,0.18831
N1.HOG0034341,-16209.6,-16209.6,-16200.56,-16200.56,-16348.63,0.30299,0.30299,0.32487,0.21711,0.32487,0.21711
N1.HOG0034342,-15092.62,-15092.62,-15091.72,-15091.72,-15406.88,0.12553,0.12553,0.1291,0.11274,0.12911,0.1127
N1.HOG0034344,-14087.24,-14087.24,-14085.54,-14085.54,-14410.35,0.13069,0.13069,0.13636,0.11267,0.13636,0.11269
N1.HOG0034345,-49425.53,-49425.53,-49421.77,-49421.77,-50098.32,0.20614,0.20614,0.21224,0.18612,0.21224,0.18612
N1.HOG0034347,-14756.94,-14756.94,-14734.71,-14734.71,-15079.22,0.17151,0.17151,0.19588,0.10035,0.19588,0.10037
N1.HOG0034349,-29681.7,-28631.65,-30353.4,-28517.46,-29110.95,0.13835,0.13147,0.45536,0.0316,0.13534,0.07043
N1.HOG0034350,-64347.92,-64347.92,-64347.91,-64347.91,-64900.9,0.21432,0.21432,0.21458,0.21332,0.21457,0.21329
N1.HOG0034351,-21375.01,-21375.01,-21368.1,-21368.1,-21810.89,0.14813,0.1481,0.15729,0.11621,0.15715,0.11612
N1.HOG0034352,-42162.8,-35699.38,-36851.42,-36193.83,-36525.86,2.01461,0.13138,0.17778,0.16703,0.13883,0.58229
N1.HOG0034353,-23839.13,-22017.37,-22028.38,-24207.8,-23026.43,0.09398,0.07026,0.0795,0.03508,0.5294,0.47997
N1.HOG0034355,-6174.647,-6174.647,-6160.055,-6160.055,-6306.899,0.03236,0.03236,0.02741,0.07969,0.02741,0.0797
N1.HOG0034356,-14224.73,-14224.73,-14224.38,-14224.38,-14322.26,0.19274,0.19274,0.19024,0.21014,0.19024,0.21014
N1.HOG0034357,-19122.66,-19122.66,-19078.09,-19078.09,-19585.75,0.14051,0.14051,0.16128,0.06094,0.16128,0.06094
N1.HOG0034358,-17916.1,-17916.1,-17911.24,-17911.24,-18023.1,0.27305,0.27305,0.28383,0.20176,0.28383,0.20176
N1.HOG0034359,-29282.98,-29282.98,-29274.82,-29274.82,-29540.96,0.18403,0.18401,0.19131,0.13059,0.19131,0.13059
N1.HOG0034360,-31128.15,-31128.15,-31122.29,-31122.29,-31766.45,0.12936,0.12936,0.13515,0.10597,0.13515,0.10597
N1.HOG0034361,-37214,-37214,-37172.81,-37172.81,-37761.45,0.15282,0.15282,0.16544,0.07838,0.16544,0.07838
N1.HOG0034362,-29806.84,-29806.84,-29799.77,-29799.77,-30164.69,0.24172,0.24171,0.25584,0.20029,0.25584,0.20027
N1.HOG0034363,-28446.77,-28446.77,-28433.63,-28433.63,-29100.77,0.13522,0.13522,0.14488,0.09968,0.14488,0.09968
N1.HOG0034364,-7608.367,-6241.618,-6655.546,-6239.9,-6541.962,2,0.03918,0.06425,0.04455,0.04445,0.02871
N1.HOG0034367,-14466.91,-14466.91,-14443.87,-14443.87,-14796.37,0.14544,0.14545,0.16363,0.0761,0.16363,0.07609
N1.HOG0034369,-9428.901,-9428.901,-9427.587,-9427.587,-9590.185,0.15647,0.15647,0.16271,0.13291,0.16271,0.13291
N1.HOG0034371,-16585.95,-16585.95,-16583.72,-16583.72,-16742.87,0.24535,0.24535,0.25442,0.20798,0.25442,0.20798
N1.HOG0034372,-19301.26,-19301.26,-19296.42,-19296.42,-19569.93,0.15647,0.15647,0.16336,0.11943,0.16336,0.11943
N1.HOG0034374,-15657.62,-15657.62,-15655.54,-15655.55,-15760.84,0.27451,0.27428,0.28343,0.22794,0.28331,0.22871
N1.HOG0034376,-22083.25,-22083.25,-22079.62,-22079.62,-22176.91,0.39012,0.39012,0.40658,0.32294,0.40657,0.32295
N1.HOG0034377,-6815.045,-6815.045,-6814.696,-6814.696,-6872.938,0.3112,0.3112,0.31999,0.28692,0.31999,0.28692
N1.HOG0034378,-36164.1,-36164.1,-36141.03,-36141.03,-36688.76,0.17234,0.17234,0.18553,0.11338,0.18553,0.11338
N1.HOG0034379,-37544.03,-37544.03,-37543.94,-37543.94,-37685.75,0.30907,0.30907,0.30693,0.3164,0.30693,0.3164
N1.HOG0034380,-10772.09,-10704.83,-10845.75,-10685.55,-10859.03,0.27609,0.2525,0.34675,0.18799,0.27839,0.13459
N1.HOG0034381,-15032.91,-14989.66,-15326.69,-14984.58,-15127.5,0.24934,0.26739,0.25744,2.5363,0.28767,0.23981
N1.HOG0034382,-24771.9,-21889.14,-21872.22,-21867.01,-23783.8,1.70381,0.1709,0.20374,0.13741,0.19198,0.09932
N1.HOG0034383,-15175.24,-15175.24,-15172.14,-15172.14,-15209.59,0.43348,0.43348,0.40783,0.50775,0.40783,0.50775
N1.HOG0034384,-26336.69,-26336.69,-26336.53,-26336.53,-26609.52,0.33768,0.33768,0.34326,0.33117,0.34326,0.33117
N1.HOG0034387,-10555.95,-10555.95,-10555.94,-10555.94,-10731.06,0.17515,0.17514,0.17574,0.17316,0.17566,0.17319
N1.HOG0034389,-13269.24,-13269.24,-13254.12,-13254.12,-13573.2,0.16737,0.16735,0.1873,0.10658,0.18732,0.10663
N1.HOG0034391,-15128.96,-15128.96,-15125.71,-15125.71,-15280.53,0.23878,0.23878,0.25028,0.19366,0.25029,0.19366
N1.HOG0034393,-11087.16,-11087.16,-11077.56,-11077.56,-11308.24,0.16521,0.16521,0.1828,0.10852,0.1828,0.10852
N1.HOG0034394,-13415.01,-13415.01,-13414.1,-13414.1,-13511.79,0.29923,0.29923,0.30869,0.26923,0.30869,0.26923
N1.HOG0034397,-17974.87,-17974.87,-17958.75,-17958.75,-18219.04,0.15953,0.15953,0.17154,0.08818,0.17154,0.08818
N1.HOG0034398,-9132.9,-9184.018,-9154.606,-9120.02,-10907.72,0.05546,0.02729,0.02905,0.02294,0.03787,0.03527
N1.HOG0034406,-13157.26,-13157.26,-13153.53,-13153.53,-13307.19,0.1746,0.17459,0.1826,0.127,0.1826,0.12699
N1.HOG0034407,-33019.69,-33019.69,-33003.16,-33003.16,-33468.67,0.28686,0.28685,0.31944,0.23046,0.31943,0.23046
N1.HOG0034408,-18734.37,-18734.37,-18726.18,-18726.18,-19064.32,0.21943,0.21943,0.23757,0.17322,0.23757,0.17322
N1.HOG0034409,-13037.26,-13037.26,-13034.63,-13034.63,-13199.06,0.32426,0.32426,0.3493,0.2866,0.3493,0.2866
N1.HOG0034410,-37701.17,-37701.17,-37700.05,-37700.05,-37915.43,0.36585,0.36585,0.37326,0.34286,0.37326,0.34286
N1.HOG0034411,-11483.03,-11483.03,-11482.55,-11482.55,-11567.78,0.32299,0.32299,0.31413,0.34389,0.31413,0.34389
N1.HOG0034413,-18098.4,-18098.4,-18095.72,-18095.72,-18251.54,0.37134,0.37134,0.40628,0.33506,0.40628,0.33505
N1.HOG0034415,-22066.75,-22066.75,-22062.08,-22062.08,-22270.26,0.22907,0.22907,0.23855,0.18363,0.23855,0.18363
N1.HOG0034418,-39269.71,-39269.71,-39268.36,-39268.36,-39448.15,0.28415,0.28415,0.27758,0.30904,0.27758,0.30904
N1.HOG0034419,-28394.36,-28394.36,-28383.15,-28383.15,-28727.39,0.29705,0.29705,0.3346,0.24607,0.3346,0.24607
N1.HOG0034429,-33599.73,-33599.73,-33552.79,-33552.79,-34073.5,0.30961,0.30961,0.37878,0.21685,0.37878,0.21685
