OG,Background,Foreground,WE,TAG
N1.HOG0028341,0.21552,0.14464,0.14464,0.14464
N1.HOG0028343,0.35785,0.29184,0.29184,0.29184
N1.HOG0028344,0.10582,0.04422,0.03057,0.05127
N1.HOG0028349,0.36179,0.27428,0.20071,0.33422
N1.HOG0028352,0.22151,0.12903,0.08324,0.15634
N1.HOG0028354,0.17361,0.13038,0.10288,0.17482
N1.HOG0028364,0.21255,0.16138,0.11891,0.24172
N1.HOG0028366,0.15141,0.10392,0.10392,0.10392
N1.HOG0028371,0.17394,0.10743,0.08575,0.11649
N1.HOG0028372,0.25055,0.16844,0.1368,0.18591
N1.HOG0028374,0.1453,0.09301,0.0657,0.11699
N1.HOG0028376,0.315,0.2386,0.17261,0.33689
N1.HOG0028377,0.20055,0.13345,0.1089,0.16626
N1.HOG0028385,0.05843,0.02442,0.02442,0.02442
N1.HOG0028395,0.30841,0.2285,0.17966,0.26705
N1.HOG0028397,0.19848,0.12107,0.10087,0.13198
N1.HOG0028399,0.31431,0.14113,0.14113,0.14113
N1.HOG0028400,0.07912,0.04455,0.03911,0.03935
N1.HOG0028401,0.23731,0.5239,0.5239,0.5239
N1.HOG0028403,0.14713,0.06674,0.0413,0.08993
N1.HOG0028404,0.19571,0.13017,0.13017,0.13017
N1.HOG0028405,0.23756,0.15292,0.15292,0.15292
N1.HOG0028407,0.17038,0.11536,0.09961,0.12169
N1.HOG0028412,0.22327,0.10263,0.10263,0.10263
N1.HOG0028414,0.26848,0.17869,0.13884,0.2438
N1.HOG0028415,0.1314,0.06518,0.06518,0.06518
N1.HOG0028419,0.19062,0.26452,0.26452,0.26452
N1.HOG0028442,0.11973,0.06661,0.06014,0.05768
N1.HOG0028446,0.20223,0.13496,0.13496,0.13496
N1.HOG0028447,0.23962,0.19132,0.18096,0.18485
N1.HOG0028452,0.10014,0.07038,0.07038,0.07038
N1.HOG0028460,0.24071,0.19427,0.16165,0.25623
N1.HOG0028462,0.12841,0.07285,0.06956,0.06248
N1.HOG0028464,0.07606,0.04751,0.0266,0.11665
N1.HOG0028465,0.13429,0.09793,0.09793,0.09793
N1.HOG0028469,0.20564,0.16046,0.16046,0.16046
N1.HOG0028470,0.25722,0.1789,0.14692,0.18533
N1.HOG0028473,0.12938,0.08378,0.08378,0.08378
N1.HOG0028475,0.11917,0.06442,0.0518,0.06024
N1.HOG0028478,0.34232,0.20131,0.20131,0.20131
N1.HOG0028488,0.18142,0.13978,0.10682,0.21784
N1.HOG0028489,0.28747,0.16483,0.16483,0.16483
N1.HOG0028490,0.28516,0.23114,0.19132,0.30045
N1.HOG0028494,0.15251,0.10784,0.08456,0.12902
N1.HOG0028497,0.18522,0.12318,0.09625,0.17292
N1.HOG0028500,0.36596,0.26185,0.26185,0.26185
N1.HOG0028508,0.21416,0.11444,0.11444,0.11444
N1.HOG0028511,0.23312,0.10165,0.10165,0.10165
N1.HOG0028514,0.24184,0.17577,0.15066,0.20812
N1.HOG0028525,0.13267,0.10713,0.11692,0.07074
N1.HOG0028530,0.32121,0.19917,0.20091,0.17113
N1.HOG0028533,0.27262,0.2056,0.2056,0.2056
N1.HOG0028536,0.27253,0.16116,0.11888,0.23231
N1.HOG0028544,0.28483,0.19601,0.19601,0.19601
N1.HOG0028552,0.2972,0.22833,0.22833,0.22833
N1.HOG0028562,0.35968,0.25291,0.25291,0.25291
N1.HOG0028568,0.07546,0.05645,0.05645,0.05645
N1.HOG0028576,0.19475,0.11654,0.11654,0.11654
N1.HOG0028587,0.1924,0.10946,0.10946,0.10946
N1.HOG0028590,0.19704,0.12502,0.12502,0.12502
N1.HOG0028591,0.16948,0.10516,0.10516,0.10516
N1.HOG0028594,0.21668,0.13834,0.10787,0.17066
N1.HOG0028599,0.11712,0.04689,0.04689,0.04689
N1.HOG0028601,0.51538,0.38207,0.42344,0.27228
N1.HOG0028602,0.28067,0.12744,0.12744,0.12744
N1.HOG0028603,0.2884,0.2466,0.2466,0.2466
N1.HOG0028604,0.13475,0.02759,0.02759,0.02759
N1.HOG0028611,0.23643,0.12654,0.12654,0.12654
N1.HOG0028613,0.17567,0.09828,0.09828,0.09828
N1.HOG0028618,0.3145,0.25148,0.25148,0.25148
N1.HOG0028628,0.15422,0.08989,0.07359,0.14704
N1.HOG0028632,0.21287,0.13872,0.13872,0.13872
N1.HOG0028637,0.25181,0.17533,0.17533,0.17533
N1.HOG0028639,0.19573,0.13791,0.13791,0.13791
N1.HOG0028641,0.17365,0.10237,0.08568,0.18758
N1.HOG0028644,0.14363,0.06896,0.05746,0.07092
N1.HOG0028653,0.18182,0.11759,0.11759,0.11759
N1.HOG0028658,0.25712,0.15715,0.1399,0.16934
N1.HOG0028659,0.08018,0.02665,0.02665,0.02665
N1.HOG0028676,0.26326,0.22265,0.23557,0.19261
N1.HOG0028678,0.21332,0.15763,0.15763,0.15763
N1.HOG0028681,0.21982,0.13637,0.12366,0.12668
N1.HOG0028682,0.15355,0.09536,0.09536,0.09536
N1.HOG0028687,0.16517,0.08947,0.07271,0.08891
N1.HOG0028690,0.2863,0.17943,0.17943,0.17943
N1.HOG0028692,0.08186,0.04896,0.03352,0.0674
N1.HOG0028696,0.27639,0.1416,0.10233,0.14833
N1.HOG0028698,0.2262,0.28791,0.3635,0.08685
N1.HOG0028704,0.15309,0.08733,0.08733,0.08733
N1.HOG0028707,0.19994,0.16749,0.11948,0.26085
N1.HOG0028709,0.41489,0.27298,0.22496,0.36127
N1.HOG0028711,0.18643,0.13674,0.13674,0.13674
N1.HOG0028717,0.24908,0.16159,0.16159,0.16159
N1.HOG0028720,0.4395,0.28217,0.22565,0.3594
N1.HOG0028725,0.1874,0.12553,0.10823,0.11737
N1.HOG0028733,0.0912,0.06223,0.06223,0.06223
N1.HOG0028736,0.07892,0.036,0.036,0.036
N1.HOG0028745,0.16738,0.11936,0.11936,0.11936
N1.HOG0028747,0.21665,0.14729,0.11013,0.18664
N1.HOG0028750,0.21749,0.16634,0.16634,0.16634
N1.HOG0028753,0.10048,0.06408,0.05812,0.04571
N1.HOG0028756,0.25325,0.20772,0.20772,0.20772
N1.HOG0028757,0.30933,0.21047,0.21047,0.21047
N1.HOG0028758,0.22126,0.16454,0.14041,0.33039
N1.HOG0028763,0.1368,0.05662,0.05662,0.05662
N1.HOG0028764,0.2326,0.12068,0.12068,0.12068
N1.HOG0028787,0.19375,0.12633,0.12633,0.12633
N1.HOG0028790,0.23369,0.29199,0.34963,0.14966
N1.HOG0028792,0.33549,0.25727,0.25727,0.25727
N1.HOG0028794,0.25526,0.16784,0.16784,0.16784
N1.HOG0028799,0.39432,0.27048,0.29194,0.16865
N1.HOG0028826,0.11556,0.04401,0.04401,0.04401
N1.HOG0028830,0.21662,0.09671,0.06973,0.14222
N1.HOG0028832,0.279,0.13477,0.10243,0.17383
N1.HOG0028835,0.14229,0.06842,0.06842,0.06842
N1.HOG0028836,0.11005,0.07423,0.07423,0.07423
N1.HOG0028842,0.22507,0.17261,0.14389,0.19932
N1.HOG0028843,0.45726,0.23709,0.18823,0.24052
N1.HOG0028844,0.25896,0.17528,0.17528,0.17528
N1.HOG0028847,0.24192,0.19216,0.19216,0.19216
N1.HOG0028849,0.18728,0.14027,0.12785,0.13974
N1.HOG0028856,0.20182,0.13824,0.13824,0.13824
N1.HOG0028857,0.21514,0.12847,0.10806,0.14532
N1.HOG0028865,0.17468,0.08318,0.06445,0.04706
N1.HOG0028866,0.20394,0.14133,0.14133,0.14133
N1.HOG0028874,0.33397,0.17724,0.11437,0.15816
N1.HOG0028878,0.14059,0.0885,0.0885,0.0885
N1.HOG0028881,0.29995,0.17028,0.15379,0.15274
N1.HOG0028883,0.51807,0.40253,0.40253,0.40253
N1.HOG0028885,0.31622,0.23458,0.23458,0.23458
N1.HOG0028893,0.11407,0.0379,0.0379,0.0379
N1.HOG0028897,0.32622,0.25331,0.25331,0.25331
N1.HOG0028904,0.12194,0.05249,0.03793,0.08695
N1.HOG0028911,0.15097,0.09879,0.09879,0.09879
N1.HOG0028914,0.29303,0.16849,0.16849,0.16849
N1.HOG0028919,0.2014,0.12362,0.12362,0.12362
N1.HOG0028920,0.30123,0.21559,0.21559,0.21559
N1.HOG0028922,0.1349,0.06175,0.06175,0.06175
N1.HOG0028926,0.11338,0.06143,0.05218,0.06341
N1.HOG0028927,0.38481,0.25864,0.2038,0.34966
N1.HOG0028928,0.1623,0.1114,0.1114,0.1114
N1.HOG0028930,0.23643,0.08384,0.05722,0.06093
N1.HOG0028934,0.21115,0.1609,0.1609,0.1609
N1.HOG0028939,0.16773,0.1389,0.14578,0.10708
N1.HOG0028940,0.20779,0.12716,0.12716,0.12716
N1.HOG0028944,0.21722,0.16997,0.16997,0.16997
N1.HOG0028966,0.40299,0.32042,0.32042,0.32042
N1.HOG0028967,0.12181,0.07911,0.06714,0.07893
N1.HOG0028968,0.07718,0.03156,0.03064,0.02224
N1.HOG0028973,0.23146,0.18829,0.18829,0.18829
N1.HOG0028976,0.22919,0.11023,0.06561,0.12341
N1.HOG0028977,0.22401,0.16184,0.13872,0.17742
N1.HOG0028982,0.162,0.09494,0.09494,0.09494
N1.HOG0028986,0.10885,0.04958,0.04958,0.04958
N1.HOG0028993,0.08936,0.05256,0.05453,0.03409
N1.HOG0028999,0.17727,0.14179,0.14179,0.14179
N1.HOG0029001,0.22887,0.08933,0.08933,0.08933
N1.HOG0029005,0.41361,0.53007,0.53007,0.53007
N1.HOG0029010,0.15746,0.09357,0.09357,0.09357
N1.HOG0029012,0.13332,0.07603,0.0531,0.11051
N1.HOG0029017,0.25949,0.20427,0.20427,0.20427
N1.HOG0029024,0.11693,0.06943,0.06943,0.06943
N1.HOG0029026,0.31466,0.23836,0.23836,0.23836
N1.HOG0029028,0.11778,0.05428,0.03509,0.11429
N1.HOG0029031,0.2745,0.16236,0.16236,0.16236
N1.HOG0029038,0.1707,0.07895,0.0858,0.01746
N1.HOG0029040,0.30551,0.19535,0.19535,0.19535
N1.HOG0029060,0.25149,0.17144,0.17263,0.14026
N1.HOG0029061,0.18179,0.08791,0.08791,0.08791
N1.HOG0029063,0.34398,0.18479,0.18479,0.18479
N1.HOG0029064,0.0743,0.03243,0.03243,0.03243
N1.HOG0029067,0.23388,0.18574,0.18574,0.18574
N1.HOG0029068,0.26523,0.2202,0.22505,0.16675
N1.HOG0029074,0.18712,0.07607,0.0497,0.1346
N1.HOG0029079,0.17678,0.10562,0.08444,0.17158
N1.HOG0029084,0.41619,0.27603,0.25083,0.32332
N1.HOG0029087,0.18877,0.0655,0.04582,0.08846
N1.HOG0029089,0.14589,0.08545,0.07675,0.06634
N1.HOG0029092,0.14381,0.0867,0.0867,0.0867
N1.HOG0029097,0.07465,0.0395,0.0395,0.0395
N1.HOG0029102,0.34888,0.1919,0.1919,0.1919
N1.HOG0029103,0.24889,0.19869,0.19869,0.19869
N1.HOG0029119,0.36237,0.27827,0.27827,0.27827
N1.HOG0029126,0.21517,0.10263,0.07834,0.12906
N1.HOG0029127,0.27672,0.16869,0.14676,0.26546
N1.HOG0029135,0.27539,0.13049,0.09841,0.24056
N1.HOG0029136,0.25377,0.17559,0.14621,0.19339
N1.HOG0029137,0.18892,0.14834,0.14834,0.14834
N1.HOG0029139,0.13243,0.0872,0.0872,0.0872
N1.HOG0029144,0.26739,0.22341,0.22341,0.22341
N1.HOG0029145,0.12597,0.08082,0.08082,0.08082
N1.HOG0029153,0.214,0.1141,0.08988,0.1267
N1.HOG0029155,0.18803,0.06946,0.06946,0.06946
N1.HOG0029159,0.13554,0.08257,0.08257,0.08257
N1.HOG0029161,0.22965,0.14372,0.14372,0.14372
N1.HOG0029166,0.29214,0.21244,0.21244,0.21244
N1.HOG0029167,0.31503,0.18248,0.18248,0.18248
N1.HOG0029169,0.24369,0.17694,0.1708,0.16421
N1.HOG0029172,0.18749,0.13284,0.13266,0.08437
N1.HOG0029174,0.32115,0.21476,0.21476,0.21476
N1.HOG0029175,0.35267,0.204,0.204,0.204
N1.HOG0029179,0.41394,0.25774,0.25774,0.25774
N1.HOG0029180,0.28713,0.18549,0.18549,0.18549
N1.HOG0029182,0.10553,0.04281,0.03212,0.05618
N1.HOG0029186,0.17855,0.1174,0.1174,0.1174
N1.HOG0029189,0.08915,0.037,0.01346,0.06012
N1.HOG0029195,0.11358,0.07029,0.0494,0.10345
N1.HOG0029198,0.22055,0.12642,0.10278,0.19537
N1.HOG0029201,0.07701,0.04489,0.04489,0.04489
N1.HOG0029203,0.16846,0.09516,0.09516,0.09516
N1.HOG0029204,0.1609,0.09794,0.08709,0.08918
N1.HOG0029205,0.18017,0.11722,0.10557,0.11322
N1.HOG0029206,0.14948,0.06796,0.04629,0.11087
N1.HOG0029207,0.07216,0.09603,0.09603,0.09603
N1.HOG0029210,0.20155,0.10581,0.08811,0.12295
N1.HOG0029211,0.1178,0.18823,0.18823,0.18823
N1.HOG0029212,0.34034,0.26673,0.26673,0.26673
N1.HOG0029216,0.26701,0.19557,0.19557,0.19557
N1.HOG0029217,0.1078,0.05889,0.0456,0.05022
N1.HOG0029219,0.25863,0.1819,0.1819,0.1819
N1.HOG0029222,0.15893,0.07058,0.07058,0.07058
N1.HOG0029223,0.3033,0.20586,0.20586,0.20586
N1.HOG0029226,0.08172,0.02373,0.02373,0.02373
N1.HOG0029228,0.17842,0.14346,0.12014,0.16116
N1.HOG0029229,0.33565,0.28127,0.28127,0.28127
N1.HOG0029243,0.26819,0.18675,0.18675,0.18675
N1.HOG0029247,0.26914,0.20827,0.20827,0.20827
N1.HOG0029249,0.35397,0.28119,0.28119,0.28119
N1.HOG0029251,0.07582,0.04818,0.04818,0.04818
N1.HOG0029259,0.32441,0.21084,0.13711,0.222
N1.HOG0029260,0.32252,0.23878,0.23878,0.23878
N1.HOG0029271,0.19474,0.10436,0.10436,0.10436
N1.HOG0029272,0.35648,0.15605,0.15605,0.15605
N1.HOG0029273,0.20389,0.0838,0.05885,0.1386
N1.HOG0029279,0.20488,0.1455,0.12188,0.1884
N1.HOG0029281,0.36133,0.2893,0.2893,0.2893
N1.HOG0029284,0.20738,0.05767,0.05767,0.05767
N1.HOG0029288,0.155,0.10303,0.10303,0.10303
N1.HOG0029289,0.4109,0.5437,0.5437,0.5437
N1.HOG0029291,0.27227,0.20944,0.20944,0.20944
N1.HOG0029292,0.19528,0.11744,0.11744,0.11744
N1.HOG0029297,0.31093,0.19728,0.15936,0.23235
N1.HOG0029299,0.14426,0.07718,0.07718,0.07718
N1.HOG0029301,0.26485,0.16997,0.13484,0.20217
N1.HOG0029309,0.26055,0.17055,0.16322,0.12836
N1.HOG0029312,0.22093,0.16627,0.13714,0.23131
N1.HOG0029319,0.13942,0.07944,0.07034,0.07566
N1.HOG0029322,0.26343,0.16052,0.1433,0.16361
N1.HOG0029334,0.20382,0.12551,0.12551,0.12551
N1.HOG0029337,0.14491,0.10168,0.10168,0.10168
N1.HOG0029339,0.12786,0.05125,0.05125,0.05125
N1.HOG0029340,0.15101,0.04058,0.04058,0.04058
N1.HOG0029341,0.26272,0.20932,0.18424,0.27769
N1.HOG0029343,0.23027,0.1898,0.20016,0.14792
N1.HOG0029344,0.15102,0.07828,0.07828,0.07828
N1.HOG0029348,0.20341,0.12826,0.12826,0.12826
N1.HOG0029349,0.44831,0.29338,0.29338,0.29338
N1.HOG0029350,0.29211,0.13556,0.10807,0.19018
N1.HOG0029354,0.28382,0.16443,0.16443,0.16443
N1.HOG0029356,0.12768,0.02094,0.02094,0.02094
N1.HOG0029357,0.17976,0.05156,0.05156,0.05156
N1.HOG0029362,0.26049,0.209,0.209,0.209
N1.HOG0029363,0.30745,0.14478,0.14478,0.14478
N1.HOG0029364,0.25,0.15123,0.15123,0.15123
N1.HOG0029365,0.38488,0.29842,0.23992,0.43135
N1.HOG0029377,0.15744,0.0693,0.0693,0.0693
N1.HOG0029397,0.226,0.16427,0.16427,0.16427
N1.HOG0029402,0.33743,0.24054,0.24054,0.24054
N1.HOG0029403,0.28602,0.21769,0.21769,0.21769
N1.HOG0029406,0.32683,0.2458,0.2458,0.2458
N1.HOG0029429,0.13166,0.07581,0.07581,0.07581
N1.HOG0029442,0.36062,0.47666,0.47666,0.47666
N1.HOG0029443,0.09782,0.04961,0.0359,0.05564
N1.HOG0029447,0.19976,0.11391,0.08767,0.14324
N1.HOG0029451,0.11173,0.06922,0.04574,0.10964
N1.HOG0029456,0.10072,0.07165,0.08235,0.0182
N1.HOG0029458,0.2797,0.20497,0.20497,0.20497
N1.HOG0029464,0.1892,0.13849,0.11511,0.16551
N1.HOG0029477,0.11878,0.07368,0.07368,0.07368
N1.HOG0029478,0.26285,0.17417,0.14087,0.19137
N1.HOG0029484,0.15209,0.11145,0.11145,0.11145
N1.HOG0029489,0.20331,0.1107,0.1107,0.1107
N1.HOG0029490,0.18174,0.11994,0.09062,0.12994
N1.HOG0029495,0.13917,0.10231,0.07821,0.12445
N1.HOG0029497,0.19069,0.11804,0.11804,0.11804
N1.HOG0029499,0.34052,0.23926,0.23926,0.23926
N1.HOG0029507,0.29546,0.1907,0.1907,0.1907
N1.HOG0029513,0.20635,0.12868,0.12868,0.12868
N1.HOG0029517,0.26636,0.20955,0.15845,0.31428
N1.HOG0029518,0.14684,0.10308,0.07595,0.13621
N1.HOG0029522,0.1532,0.11507,0.11507,0.11507
N1.HOG0029539,0.19457,0.13757,0.13757,0.13757
N1.HOG0029547,0.15735,0.11863,0.07431,0.17742
N1.HOG0029551,0.25946,0.12099,0.12099,0.12099
N1.HOG0029559,0.13809,0.10467,0.10467,0.10467
N1.HOG0029560,0.23819,0.17911,0.15429,0.20958
N1.HOG0029563,0.23066,0.17375,0.17375,0.17375
N1.HOG0029566,0.18568,0.06958,0.06958,0.06958
N1.HOG0029570,0.43958,0.35165,0.35165,0.35165
N1.HOG0029572,0.30941,0.10975,0.07838,0.15393
N1.HOG0029577,0.11434,0.05411,0.03948,0.08107
N1.HOG0029578,0.26062,0.14516,0.14516,0.14516
N1.HOG0029586,0.18907,0.13388,0.13388,0.13388
N1.HOG0029589,0.20777,0.13702,0.13702,0.13702
N1.HOG0029594,0.15183,0.08795,0.08795,0.08795
N1.HOG0029598,0.25988,0.21468,0.21468,0.21468
N1.HOG0029601,0.15837,0.10331,0.10331,0.10331
N1.HOG0029603,0.27237,0.1296,0.1296,0.1296
N1.HOG0029604,0.25366,0.14182,0.10855,0.16988
N1.HOG0029612,0.22575,0.19181,0.20872,0.12388
N1.HOG0029613,0.13793,0.08782,0.08782,0.08782
N1.HOG0029630,0.26815,0.20277,0.20277,0.20277
N1.HOG0029631,0.05887,0.02219,0.01523,0.01231
N1.HOG0029633,0.15883,0.08021,0.07141,0.08568
N1.HOG0029636,0.14539,0.07825,0.05575,0.10505
N1.HOG0029641,0.16054,0.09925,0.0878,0.22466
N1.HOG0029647,0.09723,0.05779,0.06574,0.00837
N1.HOG0029650,0.20235,0.11141,0.11141,0.11141
N1.HOG0029652,0.18758,0.10387,0.08319,0.14457
N1.HOG0029653,0.10884,0.05649,0.05649,0.05649
N1.HOG0029659,0.16211,0.08132,0.0896,0.04971
N1.HOG0029662,0.148,0.05358,0.05358,0.05358
N1.HOG0029665,0.14726,0.17927,0.17927,0.17927
N1.HOG0029673,0.10413,0.05174,0.05174,0.05174
N1.HOG0029687,0.1244,0.09391,0.09391,0.09391
N1.HOG0029688,0.16851,0.10245,0.08306,0.12744
N1.HOG0029694,0.1686,0.11538,0.08881,0.15594
N1.HOG0029699,0.25356,0.1348,0.09851,0.16892
N1.HOG0029706,0.22392,0.29831,0.29831,0.29831
N1.HOG0029708,0.12722,0.08939,0.08939,0.08939
N1.HOG0029711,0.2825,0.14634,0.14634,0.14634
N1.HOG0029712,0.24864,0.06924,0.06924,0.06924
N1.HOG0029713,0.17993,0.1318,0.1318,0.1318
N1.HOG0029716,0.41609,0.25158,0.21071,0.31278
N1.HOG0029728,0.40306,0.3276,0.3276,0.3276
N1.HOG0029734,0.1987,0.12715,0.12715,0.12715
N1.HOG0029736,0.25748,0.17841,0.17841,0.17841
N1.HOG0029738,0.24706,0.19004,0.19004,0.19004
N1.HOG0029753,0.37969,0.28897,0.29504,0.23497
N1.HOG0029778,0.25926,0.2003,0.2003,0.2003
N1.HOG0029779,0.24618,0.19817,0.18847,0.35194
N1.HOG0029786,0.24983,0.11717,0.09025,0.13096
N1.HOG0029788,0.09058,0.06655,0.04643,0.07032
N1.HOG0029792,0.25122,0.13562,0.13562,0.13562
N1.HOG0029800,0.24793,0.17968,0.17968,0.17968
N1.HOG0029806,0.24685,0.16047,0.1247,0.1744
N1.HOG0029807,0.46762,0.39506,0.31217,0.6491
N1.HOG0029809,0.20875,0.1592,0.1592,0.1592
N1.HOG0029813,0.18029,0.07586,0.08693,0.01732
N1.HOG0029818,0.12935,0.08222,0.08222,0.08222
N1.HOG0029820,0.22947,0.16538,0.16538,0.16538
N1.HOG0029823,0.17212,0.1059,0.08841,0.16221
N1.HOG0029825,0.21797,0.09785,0.09785,0.09785
N1.HOG0029827,0.08644,0.05803,0.04503,0.06812
N1.HOG0029830,0.32305,0.26513,0.26513,0.26513
N1.HOG0029834,0.27706,0.15104,0.17098,0.07598
N1.HOG0029840,0.14041,0.11128,0.09399,0.12588
N1.HOG0029847,0.09542,0.03162,0.03162,0.03162
N1.HOG0029850,0.19153,0.09783,0.07105,0.12038
N1.HOG0029855,0.20291,0.12559,0.05684,0.20282
N1.HOG0029857,0.18379,0.13422,0.10328,0.1878
N1.HOG0029863,0.10487,0.05328,0.05328,0.05328
N1.HOG0029865,0.156,0.06552,0.06552,0.06552
N1.HOG0029866,0.18384,0.14075,0.11173,0.17342
N1.HOG0029867,0.21383,0.17683,0.17683,0.17683
N1.HOG0029868,0.12636,0.06112,0.05088,0.06541
N1.HOG0029870,0.20694,0.10558,0.09245,0.13766
N1.HOG0029871,0.26586,0.21539,0.21539,0.21539
N1.HOG0029874,0.14559,0.09051,0.08327,0.07778
N1.HOG0029875,0.23935,0.16281,0.12178,0.57603
N1.HOG0029897,0.25158,0.17089,0.17089,0.17089
N1.HOG0029898,0.17832,0.13083,0.09545,0.17537
N1.HOG0029906,0.22358,0.17504,0.17504,0.17504
N1.HOG0029907,0.2281,0.14516,0.10912,0.30449
N1.HOG0029909,0.27175,0.18928,0.14771,0.29763
N1.HOG0029916,0.12117,0.07423,0.07423,0.07423
N1.HOG0029918,0.10702,0.06527,0.07506,0.0311
N1.HOG0029923,0.15225,0.07909,0.07909,0.07909
N1.HOG0029924,0.28929,0.17521,0.17521,0.17521
N1.HOG0029938,0.27896,0.21156,0.17319,0.25808
N1.HOG0029939,0.20234,0.14806,0.14806,0.14806
N1.HOG0029940,0.24947,0.13891,0.13891,0.13891
N1.HOG0029941,0.13569,0.10819,0.08694,0.12332
N1.HOG0029942,0.07453,0.04203,0.04203,0.04203
N1.HOG0029945,0.22036,0.16862,0.16862,0.16862
N1.HOG0029961,0.12889,0.06259,0.06259,0.06259
N1.HOG0029969,0.15817,0.11576,0.11576,0.11576
N1.HOG0029974,0.18615,0.14524,0.14524,0.14524
N1.HOG0029977,0.14477,0.06562,0.06562,0.06562
N1.HOG0029979,0.23279,0.17729,0.17729,0.17729
N1.HOG0029980,0.33876,0.21113,0.21113,0.21113
N1.HOG0029986,0.13307,0.08071,0.07162,0.07491
N1.HOG0029987,0.30136,0.19125,0.19125,0.19125
N1.HOG0029988,0.24027,0.1317,0.1317,0.1317
N1.HOG0029997,0.28013,0.16273,0.16273,0.16273
N1.HOG0029998,0.28054,0.1806,0.1806,0.1806
N1.HOG0030002,0.21832,0.14711,0.14711,0.14711
N1.HOG0030003,0.18085,0.11781,0.11781,0.11781
N1.HOG0030006,0.36958,0.28266,0.28266,0.28266
N1.HOG0030009,0.26439,0.206,0.1707,0.41062
N1.HOG0030010,0.23784,0.15736,0.15887,0.12337
N1.HOG0030016,0.21943,0.14889,0.11165,0.23468
N1.HOG0030019,0.29715,0.21959,0.21959,0.21959
N1.HOG0030057,0.21759,0.09697,0.09594,0.0473
N1.HOG0030059,0.32798,0.22164,0.22164,0.22164
N1.HOG0030062,0.33101,0.24683,0.24683,0.24683
N1.HOG0030063,0.24897,0.1222,0.1222,0.1222
N1.HOG0030065,0.19424,0.12601,0.12601,0.12601
N1.HOG0030072,0.18796,0.10301,0.10301,0.10301
N1.HOG0030073,0.18482,0.12318,0.12318,0.12318
N1.HOG0030080,0.24213,0.12569,0.09266,0.17022
N1.HOG0030082,0.1724,0.06171,0.06171,0.06171
N1.HOG0030091,0.11597,0.04912,0.04912,0.04912
N1.HOG0030094,0.15078,0.1061,0.09697,0.09179
N1.HOG0030095,0.25899,0.16752,0.16752,0.16752
N1.HOG0030096,0.20011,0.09932,0.09932,0.09932
N1.HOG0030099,0.1441,0.08265,0.08265,0.08265
N1.HOG0030101,0.29516,0.16246,0.12957,0.21556
N1.HOG0030102,0.20397,0.13328,0.11451,0.15705
N1.HOG0030105,0.2072,0.13926,0.1197,0.15612
N1.HOG0030106,0.1565,0.0849,0.06501,0.13262
N1.HOG0030108,0.1859,0.13301,0.13301,0.13301
N1.HOG0030109,0.17568,0.07077,0.06644,0.0575
N1.HOG0030110,0.25377,0.16567,0.16567,0.16567
N1.HOG0030116,0.31534,0.22318,0.18848,0.24525
N1.HOG0030123,0.14854,0.09684,0.07319,0.12148
N1.HOG0030125,0.20952,0.13182,0.10224,0.22582
N1.HOG0030126,0.20676,0.12423,0.09362,0.16338
N1.HOG0030128,0.16178,0.10557,0.0864,0.12595
N1.HOG0030129,0.30467,0.22169,0.18545,0.38781
N1.HOG0030132,0.30041,0.17538,0.13678,0.20441
N1.HOG0030135,0.20745,0.16484,0.16484,0.16484
N1.HOG0030140,0.25574,0.18855,0.18855,0.18855
N1.HOG0030143,0.18555,0.13128,0.13128,0.13128
N1.HOG0030145,0.0954,0.05224,0.05224,0.05224
N1.HOG0030146,0.33705,0.226,0.226,0.226
N1.HOG0030148,0.35419,0.25106,0.25106,0.25106
N1.HOG0030152,0.22804,0.12429,0.12429,0.12429
N1.HOG0030154,0.2118,0.13235,0.13235,0.13235
N1.HOG0030155,0.26449,0.17352,0.17352,0.17352
N1.HOG0030157,0.21009,0.14733,0.10877,0.17823
N1.HOG0030159,0.3234,0.22385,0.22385,0.22385
N1.HOG0030165,0.39611,0.24974,0.24974,0.24974
N1.HOG0030173,0.20673,0.112,0.11059,0.08218
N1.HOG0030177,0.10256,0.03912,0.03912,0.03912
N1.HOG0030181,0.37319,0.27803,0.24606,0.47561
N1.HOG0030183,0.34937,0.19628,0.19628,0.19628
N1.HOG0030184,0.20978,0.10958,0.09453,0.10437
N1.HOG0030194,0.26287,0.18721,0.1338,0.21416
N1.HOG0030197,0.43185,0.31319,0.31319,0.31319
N1.HOG0030201,0.21064,0.11027,0.09808,0.12855
N1.HOG0030204,0.13871,0.05205,0.05205,0.05205
N1.HOG0030205,0.1588,0.09357,0.09357,0.09357
N1.HOG0030227,0.20199,0.09916,0.09916,0.09916
N1.HOG0030231,0.31293,0.15055,0.09133,0.21606
N1.HOG0030235,0.25568,0.19409,0.17,0.20736
N1.HOG0030238,0.20363,0.14355,0.14355,0.14355
N1.HOG0030241,0.16859,0.12614,0.10362,0.22955
N1.HOG0030245,0.1301,0.0685,0.0685,0.0685
N1.HOG0030246,0.10623,0.06717,0.04527,0.10442
N1.HOG0030250,0.251,0.33107,0.33107,0.33107
N1.HOG0030253,0.32458,0.21716,0.27287,0.11075
N1.HOG0030258,0.09956,0.05265,0.01949,0.06774
N1.HOG0030272,0.19121,0.11055,0.08822,0.13694
N1.HOG0030275,0.23272,0.13751,0.13751,0.13751
N1.HOG0030277,0.18888,0.09472,0.09472,0.09472
